request_id,provider_key,model,endpoint_family,api,location,cell_id,domain,demographic,schema_variant,repeat_index,prompt_sha256,schema_sha256,temperature,max_output_tokens,reasoning_effort,expected_output_mode
p4-gemini-C1-S7-076,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S7,76,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S7-077,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S7,77,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S7-078,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S7,78,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S7-079,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S7,79,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S7-080,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S7,80,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S7-081,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S7,81,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S7-082,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S7,82,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S7-083,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S7,83,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S7-084,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S7,84,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S7-085,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S7,85,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S7-086,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S7,86,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S7-087,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S7,87,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S7-088,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S7,88,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S7-089,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S7,89,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S7-090,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S7,90,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S7-091,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S7,91,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S7-092,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S7,92,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S7-093,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S7,93,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S7-094,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S7,94,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S7-095,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S7,95,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S7-096,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S7,96,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S7-097,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S7,97,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S7-098,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S7,98,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S7-099,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S7,99,sha256:7e2911f65f51aa315ca7ac6ef708880e874b1e21bbbdceea02915fd71ae3aa7e,sha256:74cd1b5da8e6da3e6ddd1f0487a4edfd69cf29929da01aef3173bae6af0f3616,1.0,4000,medium,strict_json
p4-gemini-C1-S8-000,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,0,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-001,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,1,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-002,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,2,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-003,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,3,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-004,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,4,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-005,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,5,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-006,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,6,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-007,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,7,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-008,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,8,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-009,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,9,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-010,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,10,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-011,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,11,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-012,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,12,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-013,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,13,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-014,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,14,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-015,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,15,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-016,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,16,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-017,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,17,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-018,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,18,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-019,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,19,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-020,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,20,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-021,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,21,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-022,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,22,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-023,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,23,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-024,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,24,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-025,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,25,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-026,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,26,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-027,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,27,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-028,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,28,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-029,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,29,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-030,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,30,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-031,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,31,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-032,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,32,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-033,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,33,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-034,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,34,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-035,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,35,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-036,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,36,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-037,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,37,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-038,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,38,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-039,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,39,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-040,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,40,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-041,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,41,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-042,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,42,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-043,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,43,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-044,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,44,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-045,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,45,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-046,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,46,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-047,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,47,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-048,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,48,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-049,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,49,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-050,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,50,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
p4-gemini-C1-S8-051,gemini,google/gemini-3.1-pro-preview,google_vertex,vertex_stream_generate_content,global,C1,xray,32bm,S8,51,sha256:48f35efac57928fc74ddf02f756b1b9aa61337665bc90652d9747503272c49b0,sha256:e5edd9a8cbf9c28951334c2622f5a221f1b8cbc1c8c3efd6b77571e2676d1542,1.0,4000,medium,strict_json
